std,mean,ETFname,log_mean,log_std,sharpe ratio
0.942619887,0.016529725,IXJ,0.012090823,0.943134666,0.21675248
1.001369194,0.053746658,IXN,0.048717567,1.003123576,0.907520607
0.882959601,0.014058572,IXP,0.010160925,0.883953374,0.239843719
1.028843173,0.019155064,IXUS,0.01384063,1.033263359,0.281611966
0.877550928,0.034477916,IYC,0.030618142,0.879446862,0.623189357
1.522402264,-0.007500393,IYE,-0.019058975,1.52142382,-0.134736223
1.025188958,0.032584631,IYF,0.027323855,1.02679257,0.515678168
1.268104994,0.037032009,IYG,0.028984885,1.270043314,0.461378277
1.029878017,0.023416122,IYH,0.018113326,1.030907763,0.298560734
0.92547248,0.036078853,IYJ,0.031794365,0.926137862,0.662757713
0.802288842,0.03419194,IYK,0.030968436,0.803364302,0.671734474
0.431667976,0.0151733,IYLD,0.014241423,0.431933203,0.583626902
1.167230679,0.022304527,IYM,0.01549369,1.168437293,0.31484857
0.9747289,0.025206177,IYR,0.020446143,0.977131095,0.338260983
1.134280558,0.006836391,IYT,0.000402982,1.135859986,0.078324265
1.061967892,0.052221945,IYW,0.046574008,1.06302692,0.81856784
0.853242828,0.032026974,IYY,0.028383124,0.854270229,0.627726242
1.158979593,0.038371872,IYZ,0.031663841,1.15874232,0.495632515
0.846262642,0.030164086,KLD,0.026581375,0.847046696,0.603167027
0.933730389,0.033983398,KNOW,0.029616527,0.935426809,0.602547725
1.746517586,0.019091268,KOL,0.003880577,1.745408427,0.090198878
4.844368126,0.12720964,KOLD,0.00924693,4.873035715,0.012030017
3.750654058,0.074837964,KORU,0.004268901,3.766737795,0.064008642
1.473188277,0.061437932,KRE,0.050568766,1.475549257,0.632768175
1.455870971,0.031253301,KROO,0.020682315,1.45488099,0.245296159
1.550029217,-0.063343286,KRS,-0.075392724,1.553436123,-0.722326513
2.944738239,0.125392968,KRU,0.081890113,2.954613384,0.478152166
0.685895499,0.002939868,LEMB,0.000580806,0.688303304,0.067735244
0.825261552,0.035575479,LGLV,0.03216315,0.826638336,0.682509795
1.338924556,0.052927038,LIT,0.043952506,1.340752083,0.647027533
0.215607569,0.01622029,LMBS,0.015986792,0.215733309,1.201375205
0.881352616,0.025498159,LOWC,0.021601475,0.884325485,0.50335555
0.344678215,0.012571374,LQD,0.011977158,0.344894586,0.525316024
0.312376458,0.005434309,LQDH,0.004947362,0.312268352,0.258615979
2.402320841,0.072712976,LTL,0.044006473,2.395939773,0.350271539
0.879027934,0.006032879,LTPZ,0.002173965,0.87940946,0.003139698
0.838910494,-0.000755057,MATH,-0.00427858,0.840871421,-0.044816075
0.849537254,0.006365907,MAUI,0.002709453,0.859282893,0.052689071
0.161919714,0.006231848,MBB,0.006100774,0.161941676,0.553347144
0.2364817,0.007781826,MBG,0.007502472,0.23644108,0.415394687
0.253901039,0.002280935,MBSD,0.001959178,0.253884051,0.100063702
0.423873806,0.000674063,MCRO,-0.000223034,0.424015673,0.017324678
0.701555067,0.008394978,MDIV,0.005935467,0.702140073,0.200288474
0.945698721,0.035346695,MDY,0.030869595,0.946984839,0.596643214
0.907877156,0.036218896,MDYG,0.032091909,0.909117387,0.626346445
0.962301189,0.033203503,MDYV,0.028570522,0.963323802,0.574200569
0.839731085,0.033850432,MGC,0.030320582,0.840702791,0.680393683
0.887673281,0.036721186,MGK,0.032774773,0.888998672,0.680993482
0.85160648,0.032289852,MGV,0.028661873,0.85227811,0.638167201
2.823159826,0.097730025,MIDU,0.057698808,2.83580271,0.430114524
2.822752545,-0.112364965,MIDZ,-0.152125186,2.817753497,-0.714477944
0.246089265,0.007847053,MINC,0.007544342,0.246194098,0.480944169
0.030661683,0.005452976,MINT,0.005448135,0.030660842,2.826967156
0.319867988,0.010667082,MLN,0.010154727,0.320404522,0.455265358
1.927592716,-0.010587395,MLPA,-0.029106841,1.925734503,-0.266715961
1.807202424,-0.039313606,MLPJ,-0.055652336,1.809488508,-0.526484251
1.915867687,-0.005674987,MLPX,-0.023986344,1.915321352,-0.176621208
0.928376443,0.030984288,MMTM,0.026663409,0.930867429,0.517752985
0.323798326,0.016150228,MNA,0.015625437,0.323906381,0.815747726
0.966432641,0.041771082,MOAT,0.037093938,0.967685879,0.758231143
1.541251566,0.000324072,MOM,-0.011476096,1.536002868,-0.099651582
0.942379805,0.015387836,MOO,0.010943009,0.944220914,0.257018628
0.922115177,0.034265905,MORT,0.030012701,0.922824349,0.610237932
0.420317926,-0.002976838,MRGR,-0.003857776,0.420024372,-0.151551756
1.056418527,0.060640472,MTK,0.055029326,1.05996952,0.960775763
0.875175687,0.041125592,MTUM,0.03728732,0.876548735,0.747435727
0.187749371,0.008351039,MUB,0.008174644,0.187840992,0.654507182
0.199734633,0.006092969,MUNI,0.005893612,0.199778707,0.449103951
1.891505895,0.06635855,MVV,0.048415301,1.8973319,0.503996613
1.188266882,0.022902472,MXI,0.015838549,1.190173794,0.307706753
0.95815677,-0.038048337,MYY,-0.042633456,0.957295165,-0.703402701
1.90179082,-0.074781465,MZZ,-0.092830776,1.898766891,-0.706488957
1.295245605,0.001256831,NASH,-0.007137068,1.297717737,-0.026996335
0.04429245,0.004076683,NEAR,0.004066807,0.044294735,1.421696931
0.946973852,0.024331662,NFO,0.019843157,0.948623503,0.422947385
0.859505125,0.015751533,NFRA,0.012051492,0.861602781,0.310401425
1.939162293,-0.139950599,NGE,-0.1588203,1.938775553,-1.168974962
0.919338006,0.010856959,NLR,0.006629109,0.920829396,0.134433783
0.802699185,0.029635852,NOBL,0.026413663,0.803164967,0.60573212
1.563065177,0.012326875,NORW,7.35E-05,1.568864436,0.075974949
8.557093207,0.235487624,NUGT,-0.135002296,8.663749402,-0.29363701
0.193274813,0.008978127,NYF,0.008791236,0.193312984,0.660828437
0.855634152,0.034274104,OEF,0.030611435,0.856264919,0.673282243
2.119825229,-0.003770612,OIH,-0.026103256,2.113124129,-0.154030634
1.379718729,0.056783423,ORLY,0.047268518,1.379972628,0.507796802
1.083277838,-0.014551581,PPH,-0.020420349,1.084688279,-0.27079246
1.310925269,-0.030399795,PPLT,-0.038979836,1.310505262,-0.531330926
0.556396189,0.005589285,PRB,0.0040463,0.556079163,0.124529762
0.891023648,0.029291498,PRF,0.025318128,0.892251826,0.552856252
1.041007128,0.032273464,PRFZ,0.026851606,1.042295071,0.482088719
0.966216625,0.016713179,PRN,0.012048086,0.966929587,0.27796139
2.621817572,0.082303476,PSAU,0.04789143,2.627165395,0.289346931
1.00862769,0.05222526,PSCC,0.04713699,1.008439895,0.79005823
1.131886448,0.011643451,PSCD,0.005241572,1.132838247,0.091571894
2.797608429,-0.054280804,PSCE,-0.093210979,2.78921091,-0.568717332
1.064471227,0.045356416,PSCF,0.039687194,1.065206465,0.655292768
1.267926828,0.057108905,PSCH,0.049047412,1.270819598,0.616439671
1.125123728,0.038956227,PSCI,0.032632276,1.125088253,0.517924638
1.415852748,0.022656197,PSCM,0.0126636,1.414405372,0.226181325
1.119480128,0.065052819,PSCT,0.058774666,1.120107147,0.924066434
0.982918412,0.06806471,PSCU,0.063221883,0.982885694,1.111121094
1.373493527,0.08909143,PSI,0.079612276,1.37673951,1.10502885
1.108601359,0.053489123,PSJ,0.047316253,1.112221775,0.744931557
0.419977806,0.026833497,PSK,0.025948065,0.420564404,0.985821341
0.833307379,0.035909048,PSL,0.032430751,0.834532477,0.637087779
1.554971341,0.03348736,PSLV,0.021424227,1.554247763,0.178345214
1.032707254,0.034946575,PSP,0.029580404,1.03831867,0.508530077
1.012595288,-0.052443069,PSQ,-0.057570248,1.011716686,-0.876204833
1.002157443,0.025679061,PSR,0.020640809,1.005629353,0.339941705
0.748672304,-0.020637472,PST,-0.023435736,0.74829454,-0.452707161
1.231618469,0.030856353,PTF,0.023242827,1.236437216,0.338181609
1.605870326,0.006711347,PTH,-0.006206822,1.610336789,-0.054084172
1.522533543,0.008486488,PUW,-0.003077797,1.522067021,0.042591542
0.047637873,0.000165665,PVI,0.000154338,0.047636791,0.074633916
0.881053435,0.033095182,PWB,0.029208269,0.882400503,0.605731251
0.955081614,0.025822133,PWC,0.02125079,0.957593051,0.427263012
0.857524351,0.029401548,PWV,0.025724542,0.858080287,0.588393232
0.272372739,0.010714562,PWZ,0.010343772,0.272348283,0.59573611
2.028275019,-0.015915259,PXE,-0.036454405,2.028588261,-0.21998472
1.118717533,0.017220415,PXF,0.010919569,1.125981941,0.228831186
1.533632897,0.032281321,PXH,0.020523002,1.535263671,0.27493583
2.065427882,-0.004825659,PXI,-0.026029376,2.059143176,-0.147420551
2.332289717,-0.044794608,PXJ,-0.07185591,2.325579082,-0.471125635
0.960940065,0.031317737,PXLG,0.026695453,0.9624322,0.517183285
0.889026402,0.034895547,PXLV,0.030937344,0.890410845,0.675737928
1.051098318,0.018865693,PXMG,0.013328008,1.054300581,0.265341122
0.943302893,0.033628951,PXMV,0.029173334,0.944853722,0.590017188
1.163606432,0.044028638,PXQ,0.037232134,1.16761212,0.551059619
1.588187102,0.014779711,PXR,0.002194597,1.587944392,0.03954065
1.446673747,0.02984822,PXSG,0.0193535,1.452451743,0.253930642
1.110970566,0.032467269,PXSV,0.02629776,1.111676905,0.45387476
1.237666849,0.033702634,PYZ,0.026031667,1.240282884,0.403597339
0.225186796,0.012026066,PZA,0.011772206,0.225222654,0.816805631
1.052344741,0.042463747,PZD,0.036904717,1.05582245,0.680548838
0.967271921,0.032934818,PZI,0.028255329,0.968093352,0.545467397
0.343924441,0.011626059,PZT,0.011035101,0.343898035,0.513125728
0.905361763,0.017281659,REET,0.013178344,0.907207372,0.222846892
0.958672377,-0.030171592,REK,-0.034749773,0.956410086,-0.528678828
0.493433049,0.011341102,RVNU,0.010125812,0.493277322,0.325404449
1.170940976,0.030388274,RWJ,0.023540672,1.171070817,0.387566307
1.041235647,0.028941346,RWK,0.023518958,1.042388411,0.447577037
0.859155165,0.026366355,RWL,0.022673966,0.860091924,0.521904599
1.068833199,-0.035659319,RWM,-0.04136242,1.067915302,-0.594817429
0.932595897,0.016771947,RWO,0.012416347,0.934808104,0.220362539
1.041426808,0.023395183,RWR,0.017962124,1.044013129,0.266174492
1.149400414,0.033791154,RWW,0.027173615,1.151973087,0.462429548
0.998010871,0.010359351,RWX,0.005358663,1.002438856,0.102157378
2.070676563,-0.052138009,RXD,-0.073470419,2.064469226,-0.54596523
0.951403122,0.029734161,RXI,0.025195819,0.954098157,0.4916624
2.062044183,0.043919216,RXL,0.022611641,2.06814816,0.186736168
1.921762628,-0.001048314,RYE,-0.019461824,1.92031951,-0.098630138
1.06215635,0.038019435,RYF,0.032374988,1.063270334,0.579214945
1.030036235,0.025339346,RYH,0.02002979,1.031753242,0.328864506
1.074448686,0.029891914,RYJ,0.02411331,1.076311581,0.441679412
1.04848835,0.056396932,RYT,0.050882683,1.050436302,0.911185973
0.942043471,0.031259523,RYU,0.026814694,0.943871814,0.527139113
1.135000728,0.042042427,RZG,0.035595622,1.136333812,0.545577123
1.400732984,0.019711914,RZV,0.009916722,1.400920274,0.176102069
2.02463264,0.080731047,SAA,0.060238228,2.02567293,0.548885695
0.288977135,-0.008316995,SAGG,-0.008734197,0.288990453,-0.453748687
1.10152706,-0.045694078,SBB,-0.051779661,1.103917712,-0.725287047
2.358814737,0.032470903,SBIO,0.004639459,2.36297682,0.027772328
1.155419967,-0.027602772,SBM,-0.034246275,1.152246496,-0.389729857
1.94609498,-0.07652892,SCC,-0.095450254,1.94493094,-0.735092928
1.012285053,0.030212193,SCHA,0.025084588,1.013699538,0.466130295
0.854828034,0.031623335,SCHB,0.027966049,0.855861091,0.617623719
0.955345004,0.026300082,SCHC,0.021711521,0.960188922,0.408983089
0.786735056,0.03261002,SCHD,0.029514497,0.787039222,0.69972546
1.256011972,0.018048386,SCHE,0.010156472,1.258105937,0.182269792
1.019117114,0.018201001,SCHF,0.012979304,1.024599731,0.272955601
0.892231531,0.033237339,SCHG,0.029248111,0.894128495,0.606904642
1.036729151,0.022292848,SCHH,0.016909346,1.039235346,0.274914197
0.912258213,0.03341931,SCHM,0.029251852,0.913754982,0.592687818
0.063273707,0.002537448,SCHO,0.002517434,0.063270901,0.637406494
0.307902072,0.007845393,SCHP,0.007372048,0.307839083,0.375375742
0.240233757,0.006713999,SCHR,0.006425682,0.240262749,0.395834594
0.832671934,0.030866467,SCHV,0.027397164,0.833516928,0.634964556
0.848188407,0.03218685,SCHX,0.028585748,0.849244076,0.634629552
0.195757122,0.007271685,SCHZ,0.007080105,0.195799061,0.552641476
1.731578621,0.054506111,SCIF,0.039388343,1.7441191,0.432289414
1.810098058,0.032109663,SCIN,0.015532982,1.828726517,0.171915429
1.000016366,0.052885338,SCJ,0.047877197,1.000721464,0.78098311
5.020974272,0.095832525,SCO,-0.031772058,5.077621097,-0.105092025
0.080693719,0.006443808,SCPB,0.006411099,0.080698306,1.307767447
0.686681054,-0.001019635,SCTO,-0.003374205,0.686924759,-0.025155039
0.958253052,0.038275664,SCZ,0.033646951,0.964495976,0.600237753
2.912033358,-0.0671406,SDD,-0.108057171,2.849995646,-0.514755945
0.941223391,0.018099203,SDIV,0.013666436,0.942819701,0.297518278
0.978857421,0.037717817,SDOG,0.032926058,0.979402563,0.642495051
2.487499557,-0.112247657,SDOW,-0.143187816,2.486136845,-0.717245624
2.047901376,-0.070406646,SDP,-0.091280259,2.041219536,-0.621056739
1.710805737,-0.066779196,SDS,-0.081392986,1.708883684,-0.699082297
0.785642965,0.037584836,SDY,0.034494436,0.786290487,0.806177651
1.471462383,-0.036652201,SEA,-0.047522326,1.477036618,-0.50647866
1.024424996,-0.035990836,SEF,-0.041229151,1.023355525,-0.634702875
2.894319257,0.0763864,SGDM,0.034519402,2.897193852,0.169723164
0.916373185,0.016737326,SGOL,0.012552045,0.915242372,0.176191639
0.859062188,-0.034769944,SH,-0.038456319,0.858377203,-0.708329678
0.095509885,0.003563657,SHM,0.003518068,0.09550215,0.619012139
0.014344309,0.000908872,SHV,0.000907841,0.014344257,1.001551662
0.061378104,0.002735334,SHY,0.002716496,0.061371916,0.699591895
0.378894264,0.001499836,SHYD,0.000783556,0.378787687,0.015657778
0.304467491,0.016154531,SHYG,0.015690576,0.304471198,0.885287574
3.819782804,-0.023744727,SIJ,-0.093701701,3.727435122,-0.402059089
2.890828508,0.101115432,SIL,0.05932162,2.89433893,0.319317373
3.272233687,0.143236307,SILJ,0.089732621,3.273201634,0.409269652
0.378451387,0.006259778,SIPE,0.005545255,0.378246763,0.232248912
1.459629385,0.037426412,SIVR,0.026775382,1.461017476,0.254255166
0.953276945,-0.017429279,SIZ,-0.022003786,0.959271584,-0.376501747
2.174460127,0.052778369,SIZE,0.030321993,2.110122721,0.295860516
0.475329116,-0.024730686,SJB,-0.025862118,0.475479529,-0.896026654
0.308537166,0.015974659,SJNK,0.015498236,0.308563259,0.881247779
2.021200473,-0.069291005,SKF,-0.08967952,2.018803401,-0.622066658
0.262776003,0.00978209,SKOR,0.00943739,0.262542683,0.568236098
1.015988452,0.056754954,SKYY,0.051567644,1.019128601,0.939135599
0.144802495,0.006356933,SLQD,0.006252078,0.144803995,0.701348946
1.451921925,0.036422124,SLV,0.025881007,1.453562447,0.241242868
2.777124533,0.09967193,SLVP,0.061173587,2.776479925,0.346867333
2.309116527,0.047930652,SLX,0.021358284,2.306436172,0.239256619
1.041907954,0.040111307,SLY,0.034684697,1.042161057,0.603565865
1.029640901,0.044141595,SLYG,0.038834749,1.030697294,0.658589061
1.063250583,0.035548051,SLYV,0.029899263,1.06343253,0.528646772
0.179860669,0.003987089,SMB,0.003825598,0.179817957,0.285404033
2.817615517,-0.110684201,SMDD,-0.150304428,2.812966592,-0.703264702
1.196366059,0.023707641,SMEZ,0.016496329,1.20477007,0.290627769
1.324509833,0.072464816,SMH,0.063673156,1.326079749,0.908217329
1.461562922,0.056090873,SMIN,0.045332589,1.470358688,0.567835163
3.086376142,0.009388732,SMK,-0.038019776,3.081937044,-0.264200046
4.182272678,0.125940799,SMLL,0.041075473,4.127799151,0.265440161
0.947694158,0.041523459,SMLV,0.037032742,0.947796491,0.693058915
0.21374768,0.003070821,SMMU,0.002842656,0.213804707,0.190367632
2.313826092,-0.04884101,SMN,-0.075571602,2.313293137,-0.439781971
0.229860878,0.010710844,SNLN,0.010446261,0.23006352,0.699372253
1.278070127,0.061661257,SOCL,0.053460564,1.281898522,0.734610997
1.191922313,-0.003747428,SOIL,-0.01085391,1.193874803,-0.129017786
4.123316698,0.212613494,SOXL,0.127205883,4.141286509,0.744793843
4.122076163,-0.231801139,SOXS,-0.317224312,4.131641817,-0.720343037
1.364596144,0.072841922,SOXX,0.063518015,1.365490806,0.898341125
1.076927889,-0.013458462,SOYB,-0.019257078,1.078142289,-0.382055617
0.4454513,0.007945186,SPFF,0.00695091,0.446674272,0.264686027
1.417018496,0.027199226,SPHB,0.017145447,1.420237718,0.280142146
0.799407286,0.051720182,SPHD,0.04851638,0.799765419,1.051735269
0.756288343,0.036321381,SPHQ,0.033457078,0.75699999,0.80623338
0.801283715,0.034506497,SPLV,0.031292392,0.802102519,0.694337582
1.483319578,-0.006526198,SPPP,-0.017510104,1.483499373,-0.214592777
1.691792954,0.054175127,SPUU,0.039787528,1.700126195,0.50398738
2.594231209,0.017114262,TMF,-0.016663509,2.605481524,-0.149225437
2.589708083,-0.034790925,TMV,-0.068188892,2.584768909,-0.347060222
3.178479656,0.084963462,TNA,0.034220027,3.193753122,0.243563979
1.883216463,0.037446917,TOFR,0.019917822,1.875386597,0.220394641
0.934657545,0.024773882,TOK,0.02039946,0.936579143,0.427463288
1.030564665,0.012489003,TOLZ,0.007185428,1.030914724,0.191494183
0.711209088,-0.012705043,TPS,-0.015227643,0.710606791,-0.339613993
3.017405081,0.142674529,TQQQ,0.096812205,3.036301823,0.675215366
0.592207458,0.00864436,TRSK,0.00689208,0.59259715,0.264579627
0.912013015,0.032955645,TTFS,0.028792754,0.913150679,0.587538651
2.594644401,-0.029125226,TTT,-0.062639889,2.589254632,-0.315301195
2.005526256,-0.039867576,TUR,-0.060001073,2.009084623,-0.532839222
0.096426298,0.002170967,TUZ,0.002124544,0.096412667,0.347896168
2.122412591,-0.069349192,TWM,-0.091831376,2.120022414,-0.600510989
1.051645466,0.031746754,TWOK,0.026211677,1.053246015,0.458600591
1.031384819,-0.011264362,TYBS,-0.016551685,1.028239951,-0.173039463
1.357564908,0.021790153,TYD,0.012575299,1.359303982,0.102372691
0.568806197,-0.011711273,TYNS,-0.013335154,0.571125196,-0.349467833
1.192502616,-0.038439314,TYO,-0.045538818,1.191565316,-0.584039167
3.182434833,-0.108589642,TZA,-0.15913304,3.178122016,-0.623757874
1.507163623,0.006845714,UAE,-0.004486779,1.506764939,0.031136329
4.526527134,0.067756897,UBR,-0.034447989,4.526852483,-0.110306234
1.75184603,0.012062493,UBT,-0.003307413,1.756430349,-0.078334914
1.86500244,0.066044196,UCC,0.04865373,1.866535937,0.505657087
4.968287813,-0.148825023,UCO,-0.271898232,4.959490732,-0.792249371
0.549753723,-0.020206246,UDN,-0.02171666,0.549664385,-0.619997811
2.501603543,0.102050107,UDOW,0.070634038,2.511093346,0.661089546
2.328517186,-0.004548331,UGA,-0.031595612,2.327666895,-0.16099696
1.686842495,0.067905249,UGE,0.053580697,1.696587977,0.554799888
1.834438976,0.026597638,UGL,0.009845333,1.830948706,0.043826968
2.290084715,-0.026900948,UHN,-0.052903697,2.278365996,-0.357833758
1.985500655,0.043379332,UJB,0.024149449,1.953364283,0.214862266
1.281747415,-0.04950595,ULE,-0.057715042,1.281111571,-0.707459318
0.095921795,0.004206591,ULST,0.004160583,0.095915012,0.641473978
2.815116643,0.099915427,UMDD,0.060072823,2.829749276,0.447059704
3.167377487,-0.012129371,UMX,-0.062511476,3.183820105,-0.237598174
2.618432956,-0.082325328,UNG,-0.116614632,2.619718816,-0.754482467
1.685954884,-0.027997972,UNL,-0.042208803,1.687553839,-0.409264585
2.561542488,0.091589015,UPRO,0.0586449,2.572199306,0.516892608
2.337244085,0.028897753,UPV,0.001022998,2.377658495,0.079521245
2.047714946,0.063603842,UPW,0.042514569,2.05883621,0.421889976
1.866146915,-0.035895452,URA,-0.053231996,1.861781738,-0.464402246
1.951242931,0.046038292,URE,0.02689789,1.961581479,0.229843265
0.942463765,0.024708582,URTH,0.020256023,0.945173075,0.435097562
3.207900304,0.087903958,URTY,0.036233789,3.222487509,0.255711905
2.26640068,-0.01025643,USAG,-0.034960051,2.21990945,-0.202493672
0.637459175,-0.033372088,USCI,-0.035407143,0.637651379,-0.923895293
2.762606275,0.115650254,USD,0.077368468,2.771329679,0.610675411
0.473130149,0.010748801,USDU,0.009630478,0.473295583,0.319455353
0.158348092,0.001327025,USFR,0.001201731,0.158476211,0.120318455
2.099654175,-0.031825837,USL,-0.053793703,2.096517725,-0.382626666
0.712061094,0.038583926,USMV,0.036043541,0.712675781,0.87936447
2.544450609,-0.068874714,USO,-0.101145101,2.539842793,-0.616104996
0.997980458,0.027769839,USRT,0.022777627,1.000731537,0.363358792
0.740972098,0.012268281,UST,0.009525346,0.741382857,0.154286423
0.533645722,0.013787659,UUP,0.012364867,0.533808827,0.353206523
1.008775087,0.046184515,XAR,0.041097205,1.008641097,0.738392973
2.265405531,0.042218648,XBI,0.016556865,2.268587703,0.114298288
2.61624167,-0.029678573,XES,-0.063662788,2.605581785,-0.381862388
1.181188435,0.023589728,XHB,0.016602625,1.183961032,0.253167443
1.075363278,0.060100823,XHE,0.054293943,1.078069306,0.825869434
1.196105314,0.014708349,XHS,0.00752561,1.201369529,0.124314517
